"market","YearQuarter","internal_industry","internal_class","CityType","Pandemic","Go_Stay","leasedSF","avg_occupancy_proportion"
"Los Angeles",2020 Q4,"Tech","A",1,"Post","Stay",13578,0.273076923
"Los Angeles",2020 Q4,"Tech","O",1,"Post","Go",35000,0.273076923
"Los Angeles",2020 Q4,"Legal","A",1,"Post","Stay",45187,0.273076923
"Los Angeles",2020 Q4,"Finance","A",1,"Post","Stay",46312,0.273076923
"Los Angeles",2020 Q4,"Tech","A",1,"Post","Go",38754,0.273076923
"Los Angeles",2020 Q4,"Legal","A",1,"Post","Go",24590,0.273076923
"Los Angeles",2020 Q4,"Tech","O",1,"Post","Go",58034,0.273076923
"Los Angeles",2020 Q4,"Finance","A",1,"Post","Go",16748,0.273076923
"Los Angeles",2020 Q4,"Finance","A",1,"Post","Stay",103214,0.273076923
"Los Angeles",2021 Q1,"Legal","A",1,"Post","Stay",109120,0.257692308
"Los Angeles",2021 Q1,"Tech","A",1,"Post","Go",15622,0.257692308
"Los Angeles",2021 Q1,"Tech","O",1,"Post","Go",26835,0.257692308
"Los Angeles",2021 Q1,"Legal","A",1,"Post","Stay",35317,0.257692308
"Los Angeles",2021 Q1,"Finance","A",1,"Post","Stay",26300,0.257692308
"Los Angeles",2021 Q1,"Tech","A",1,"Post","Go",65442,0.257692308
"Los Angeles",2021 Q1,"Legal","A",1,"Post","Go",15691,0.257692308
"Los Angeles",2021 Q1,"Legal","A",1,"Post","Go",16222,0.257692308
"Los Angeles",2021 Q2,"Finance","A",1,"Post","Go",14364,0.243846154
"Los Angeles",2021 Q2,"Legal","A",1,"Post","Go",40140,0.243846154
"Los Angeles",2021 Q2,"Tech","A",1,"Post","Go",72019,0.243846154
"Los Angeles",2021 Q2,"Tech","A",1,"Post","Stay",182186,0.243846154
"Los Angeles",2021 Q2,"Tech","O",1,"Post","Go",28688,0.243846154
"Los Angeles",2021 Q2,"Tech","A",1,"Post","Go",70285,0.243846154
"Los Angeles",2021 Q2,"Tech","A",1,"Post","Stay",158649,0.243846154
"Los Angeles",2021 Q2,"Tech","A",1,"Post","Stay",107751,0.243846154
"Los Angeles",2021 Q2,"Legal","A",1,"Post","Stay",104359,0.243846154
"Los Angeles",2021 Q2,"Finance","A",1,"Post","Go",30449,0.243846154
"Los Angeles",2021 Q2,"Tech","O",1,"Post","Go",26650,0.243846154
"Los Angeles",2021 Q2,"Tech","A",1,"Post","Stay",145060,0.243846154
"Los Angeles",2021 Q3,"Legal","A",1,"Post","Stay",33703,0.287692308
"Los Angeles",2021 Q3,"Finance","A",1,"Post","Stay",31588,0.287692308
"Los Angeles",2021 Q3,"Finance","A",1,"Post","Go",16100,0.287692308
"Los Angeles",2021 Q3,"Tech","O",1,"Post","Go",20265,0.287692308
"Los Angeles",2021 Q3,"Tech","O",1,"Post","Go",44899,0.287692308
"Los Angeles",2021 Q3,"Tech","O",1,"Post","Go",87822,0.287692308
"Los Angeles",2021 Q3,"Tech","O",1,"Post","Go",13684,0.287692308
"Los Angeles",2021 Q3,"Tech","A",1,"Post","Go",60875,0.287692308
"Los Angeles",2021 Q3,"Tech","A",1,"Post","Stay",18638,0.287692308
"Los Angeles",2021 Q3,"Tech","O",1,"Post","Go",52065,0.287692308
"Los Angeles",2021 Q3,"Tech","O",1,"Post","Go",13496,0.287692308
"Los Angeles",2021 Q3,"Tech","A",1,"Post","Stay",22421,0.287692308
"Los Angeles",2021 Q3,"Tech","O",1,"Post","Go",42987,0.287692308
"Los Angeles",2021 Q3,"Finance","A",1,"Post","Go",42876,0.287692308
"Los Angeles",2021 Q3,"Finance","A",1,"Post","Stay",72157,0.287692308
"Los Angeles",2021 Q3,"Legal","A",1,"Post","Go",23089,0.287692308
"Los Angeles",2021 Q3,"Tech","A",1,"Post","Stay",29832,0.287692308
"Los Angeles",2021 Q3,"Finance","A",1,"Post","Stay",30187,0.287692308
"Los Angeles",2021 Q3,"Tech","O",1,"Post","Go",87526,0.287692308
"Los Angeles",2021 Q3,"Finance","A",1,"Post","Go",31884,0.287692308
"Los Angeles",2021 Q3,"Tech","A",1,"Post","Stay",62839,0.287692308
"Los Angeles",2021 Q3,"Finance","A",1,"Post","Stay",38559,0.287692308
"Los Angeles",2021 Q4,"Tech","A",1,"Post","Stay",35588,0.321538462
"Los Angeles",2021 Q4,"Legal","A",1,"Post","Stay",20444,0.321538462
"Los Angeles",2021 Q4,"Tech","O",1,"Post","Go",33217,0.321538462
"Los Angeles",2021 Q4,"Tech","A",1,"Post","Stay",50320,0.321538462
"Los Angeles",2021 Q4,"Tech","A",1,"Post","Stay",77500,0.321538462
"Los Angeles",2021 Q4,"Legal","A",1,"Post","Go",28259,0.321538462
"Los Angeles",2021 Q4,"Legal","A",1,"Post","Stay",27280,0.321538462
"Los Angeles",2021 Q4,"Tech","O",1,"Post","Go",46985,0.321538462
"Los Angeles",2021 Q4,"Tech","O",1,"Post","Go",22000,0.321538462
"Los Angeles",2021 Q4,"Tech","A",1,"Post","Go",80426,0.321538462
"Los Angeles",2021 Q4,"Legal","A",1,"Post","Stay",20527,0.321538462
"Los Angeles",2021 Q4,"Tech","A",1,"Post","Go",199882,0.321538462
"Los Angeles",2021 Q4,"Tech","A",1,"Post","Stay",58338,0.321538462
"Los Angeles",2021 Q4,"Tech","A",1,"Post","Go",132000,0.321538462
"Los Angeles",2021 Q4,"Legal","A",1,"Post","Stay",90000,0.321538462
"Los Angeles",2021 Q4,"Tech","A",1,"Post","Stay",52800,0.321538462
"Los Angeles",2022 Q1,"Finance","A",1,"Post","Go",13142,0.328461538
"Los Angeles",2022 Q1,"Tech","O",1,"Post","Go",44349,0.328461538
"Los Angeles",2022 Q1,"Finance","A",1,"Post","Go",26184,0.328461538
"Los Angeles",2022 Q1,"Tech","A",1,"Post","Go",52782,0.328461538
"Los Angeles",2022 Q1,"Legal","A",1,"Post","Go",39622,0.328461538
"Los Angeles",2022 Q1,"Tech","A",1,"Post","Stay",38399,0.328461538
"Los Angeles",2022 Q1,"Legal","A",1,"Post","Go",23343,0.328461538
"Los Angeles",2022 Q1,"Tech","A",1,"Post","Go",19163,0.328461538
"Los Angeles",2022 Q1,"Legal","A",1,"Post","Go",21656,0.328461538
"Los Angeles",2022 Q1,"Legal","A",1,"Post","Go",33099,0.328461538
"Los Angeles",2022 Q1,"Legal","A",1,"Post","Stay",87217,0.328461538
"Los Angeles",2022 Q1,"Tech","A",1,"Post","Stay",59646,0.328461538
"Los Angeles",2022 Q1,"Tech","A",1,"Post","Stay",192584,0.328461538
"Los Angeles",2022 Q1,"Tech","A",1,"Post","Stay",37506,0.328461538
"Los Angeles",2022 Q1,"Legal","A",1,"Post","Go",49508,0.328461538
"Los Angeles",2022 Q1,"Legal","A",1,"Post","Go",26658,0.328461538
"Los Angeles",2022 Q2,"Finance","A",1,"Post","Stay",156163,0.404285714
"Los Angeles",2022 Q2,"Legal","A",1,"Post","Go",24177,0.404285714
"Los Angeles",2022 Q2,"Tech","A",1,"Post","Go",12452,0.404285714
"Los Angeles",2022 Q2,"Tech","A",1,"Post","Stay",34336,0.404285714
"Los Angeles",2022 Q2,"Tech","O",1,"Post","Go",27160,0.404285714
"Los Angeles",2022 Q2,"Legal","A",1,"Post","Go",16422,0.404285714
"Los Angeles",2022 Q2,"Tech","O",1,"Post","Stay",15381,0.404285714
"Los Angeles",2022 Q2,"Legal","A",1,"Post","Go",16647,0.404285714
"Los Angeles",2022 Q2,"Finance","A",1,"Post","Go",21452,0.404285714
"Los Angeles",2022 Q2,"Legal","A",1,"Post","Go",23008,0.404285714
"Los Angeles",2022 Q2,"Finance","A",1,"Post","Go",129317,0.404285714
"Los Angeles",2022 Q2,"Legal","A",1,"Post","Go",21750,0.404285714
"Los Angeles",2022 Q2,"Finance","O",1,"Post","Go",28114,0.404285714
"Los Angeles",2022 Q2,"Legal","A",1,"Post","Go",26658,0.404285714
"Los Angeles",2022 Q2,"Legal","A",1,"Post","Go",54018,0.404285714
"Los Angeles",2022 Q2,"Legal","A",1,"Post","Stay",63642,0.404285714
"Los Angeles",2022 Q2,"Legal","A",1,"Post","Go",11271,0.404285714
"Los Angeles",2022 Q2,"Finance","A",1,"Post","Go",23881,0.404285714
"Los Angeles",2022 Q3,"Tech","A",1,"Post","Go",52271,0.42
"Los Angeles",2022 Q3,"Legal","A",1,"Post","Go",48685,0.42
"Los Angeles",2022 Q3,"Legal","A",1,"Post","Stay",57949,0.42
"Los Angeles",2022 Q3,"Tech","O",1,"Post","Go",10345,0.42
"Los Angeles",2022 Q3,"Tech","A",1,"Post","Stay",144709,0.42
"Los Angeles",2022 Q3,"Legal","O",1,"Post","Go",24567,0.42
"Los Angeles",2022 Q3,"Tech","A",1,"Post","Go",42000,0.42
"Los Angeles",2022 Q3,"Tech","A",1,"Post","Stay",97984,0.42
"Los Angeles",2022 Q3,"Legal","A",1,"Post","Go",22115,0.42
"Los Angeles",2022 Q3,"Finance","A",1,"Post","Stay",125850,0.42
"Los Angeles",2022 Q3,"Legal","A",1,"Post","Stay",57040,0.42
"Los Angeles",2022 Q3,"Finance","O",1,"Post","Go",28114,0.42
"Los Angeles",2022 Q3,"Tech","A",1,"Post","Go",17554,0.42
"Los Angeles",2022 Q3,"Finance","A",1,"Post","Go",17883,0.42
"Los Angeles",2022 Q3,"Finance","O",1,"Post","Go",25606,0.42
"Los Angeles",2022 Q4,"Tech","A",1,"Post","Go",11614,0.429166667
"Los Angeles",2022 Q4,"Tech","O",1,"Post","Stay",22784,0.429166667
"Los Angeles",2022 Q4,"Tech","A",1,"Post","Go",14114,0.429166667
"Los Angeles",2022 Q4,"Legal","A",1,"Post","Go",52966,0.429166667
"Los Angeles",2022 Q4,"Tech","A",1,"Post","Go",38687,0.429166667
"Los Angeles",2022 Q4,"Legal","A",1,"Post","Go",26958,0.429166667
"Los Angeles",2022 Q4,"Tech","O",1,"Post","Stay",60576,0.429166667
"Los Angeles",2022 Q4,"Finance","A",1,"Post","Stay",184581,0.429166667
"Los Angeles",2022 Q4,"Tech","O",1,"Post","Go",30366,0.429166667
"Los Angeles",2022 Q4,"Legal","A",1,"Post","Go",22279,0.429166667
"Los Angeles",2022 Q4,"Tech","A",1,"Post","Go",26668,0.429166667
"Los Angeles",2022 Q4,"Tech","A",1,"Post","Go",93949,0.429166667
"Los Angeles",2022 Q4,"Tech","O",1,"Post","Go",34777,0.429166667
"Los Angeles",2022 Q4,"Legal","A",1,"Post","Go",47567,0.429166667
"Los Angeles",2022 Q4,"Legal","A",1,"Post","Go",13446,0.429166667
"Los Angeles",2022 Q4,"Legal","A",1,"Post","Go",46628,0.429166667
"Los Angeles",2023 Q1,"Tech","A",1,"Post","Go",67000,0.460769231
"Los Angeles",2023 Q1,"Finance","A",1,"Post","Go",23450,0.460769231
"Los Angeles",2023 Q1,"Tech","A",1,"Post","Stay",76641,0.460769231
"Los Angeles",2023 Q1,"Tech","A",1,"Post","Go",23081,0.460769231
"Los Angeles",2023 Q1,"Tech","A",1,"Post","Stay",21994,0.460769231
"Los Angeles",2023 Q1,"Finance","A",1,"Post","Go",206222,0.460769231
"Los Angeles",2023 Q1,"Tech","A",1,"Post","Go",225239,0.460769231
"Los Angeles",2023 Q1,"Tech","A",1,"Post","Stay",36781,0.460769231
"Los Angeles",2023 Q1,"Finance","A",1,"Post","Stay",13444,0.460769231
"Los Angeles",2023 Q1,"Legal","A",1,"Post","Stay",51180,0.460769231
"Los Angeles",2023 Q1,"Legal","A",1,"Post","Go",57877,0.460769231
"Los Angeles",2023 Q1,"Finance","A",1,"Post","Go",19927,0.460769231
"Los Angeles",2023 Q2,"Tech","A",1,"Post","Go",13108,0.483846154
"Los Angeles",2023 Q2,"Tech","O",1,"Post","Go",66712,0.483846154
"Los Angeles",2023 Q2,"Tech","A",1,"Post","Go",36164,0.483846154
"Los Angeles",2023 Q2,"Tech","A",1,"Post","Go",26414,0.483846154
"Los Angeles",2023 Q2,"Tech","A",1,"Post","Go",26705,0.483846154
"Los Angeles",2023 Q2,"Legal","A",1,"Post","Stay",60438,0.483846154
"Los Angeles",2023 Q2,"Tech","A",1,"Post","Stay",27309,0.483846154
"Los Angeles",2023 Q2,"Legal","A",1,"Post","Go",27945,0.483846154
"Los Angeles",2023 Q2,"Tech","A",1,"Post","Stay",76230,0.483846154
"Los Angeles",2023 Q2,"Tech","O",1,"Post","Stay",67632,0.483846154
"Los Angeles",2023 Q2,"Legal","A",1,"Post","Go",57148,0.483846154
"Los Angeles",2023 Q2,"Finance","A",1,"Post","Stay",48894,0.483846154
"Los Angeles",2023 Q3,"Finance","A",1,"Post","Stay",24582,0.473846154
"Los Angeles",2023 Q3,"Tech","A",1,"Post","Go",90049,0.473846154
"Los Angeles",2023 Q3,"Tech","A",1,"Post","Go",35449,0.473846154
"Los Angeles",2023 Q3,"Finance","A",1,"Post","Go",19813,0.473846154
"Los Angeles",2023 Q3,"Finance","A",1,"Post","Stay",21136,0.473846154
"Los Angeles",2023 Q3,"Tech","A",1,"Post","Stay",53202,0.473846154
"Los Angeles",2023 Q3,"Legal","A",1,"Post","Stay",19703,0.473846154
"Los Angeles",2023 Q3,"Tech","O",1,"Post","Go",15987,0.473846154
"Los Angeles",2023 Q3,"Finance","A",1,"Post","Go",151104,0.473846154
"Los Angeles",2023 Q3,"Tech","A",1,"Post","Stay",35707,0.473846154
"Los Angeles",2023 Q3,"Tech","A",1,"Post","Stay",88926,0.473846154
"Los Angeles",2023 Q3,"Finance","A",1,"Post","Stay",25163,0.473846154
"Los Angeles",2023 Q3,"Tech","A",1,"Post","Go",15504,0.473846154
"Los Angeles",2023 Q3,"Finance","A",1,"Post","Stay",41899,0.473846154
"Los Angeles",2023 Q3,"Tech","A",1,"Post","Stay",34000,0.473846154
"Los Angeles",2023 Q3,"Tech","A",1,"Post","Go",125000,0.473846154
"Los Angeles",2023 Q3,"Tech","A",1,"Post","Stay",14271,0.473846154
"Los Angeles",2023 Q3,"Finance","A",1,"Post","Stay",66430,0.473846154
"Los Angeles",2023 Q3,"Tech","O",1,"Post","Go",24997,0.473846154
"Los Angeles",2023 Q3,"Tech","A",1,"Post","Stay",42229,0.473846154
"Los Angeles",2023 Q3,"Legal","A",1,"Post","Stay",15367,0.473846154
"Los Angeles",2023 Q3,"Finance","A",1,"Post","Stay",40625,0.473846154
"Los Angeles",2023 Q3,"Legal","A",1,"Post","Go",13304,0.473846154
"Los Angeles",2023 Q3,"Legal","A",1,"Post","Stay",28161,0.473846154
"Los Angeles",2023 Q4,"Tech","O",1,"Post","Stay",26910,0.448461538
"Los Angeles",2023 Q4,"Finance","A",1,"Post","Go",14959,0.448461538
"Los Angeles",2023 Q4,"Legal","A",1,"Post","Go",71466,0.448461538
"Los Angeles",2023 Q4,"Legal","A",1,"Post","Go",23450,0.448461538
"Los Angeles",2023 Q4,"Finance","A",1,"Post","Stay",19721,0.448461538
"Los Angeles",2023 Q4,"Legal","A",1,"Post","Go",119217,0.448461538
"Los Angeles",2023 Q4,"Tech","A",1,"Post","Go",13357,0.448461538
"Los Angeles",2023 Q4,"Finance","A",1,"Post","Go",20582,0.448461538
"Los Angeles",2023 Q4,"Tech","A",1,"Post","Stay",15602,0.448461538
"Los Angeles",2023 Q4,"Finance","A",1,"Post","Go",41646,0.448461538
"Los Angeles",2023 Q4,"Tech","A",1,"Post","Go",30681,0.448461538
"Los Angeles",2023 Q4,"Finance","A",1,"Post","Go",26861,0.448461538
"Los Angeles",2023 Q4,"Tech","A",1,"Post","Stay",23715,0.448461538
"Los Angeles",2024 Q1,"Tech","O",1,"Post","Go",68834,0.453846154
"Los Angeles",2024 Q1,"Finance","A",1,"Post","Go",11573,0.453846154
"Los Angeles",2024 Q1,"Tech","A",1,"Post","Stay",110816,0.453846154
"Los Angeles",2024 Q1,"Tech","A",1,"Post","Stay",153210,0.453846154
"Los Angeles",2024 Q1,"Legal","A",1,"Post","Go",26711,0.453846154
"Los Angeles",2024 Q1,"Finance","A",1,"Post","Go",19267,0.453846154
"Los Angeles",2024 Q1,"Tech","O",1,"Post","Stay",78000,0.453846154
"Los Angeles",2024 Q1,"Tech","A",1,"Post","Stay",145060,0.453846154
"Los Angeles",2024 Q1,"Finance","A",1,"Post","Stay",34442,0.453846154
"Los Angeles",2024 Q1,"Tech","O",1,"Post","Stay",60656,0.453846154
"Los Angeles",2024 Q1,"Finance","A",1,"Post","Stay",72851,0.453846154
"Los Angeles",2024 Q1,"Finance","A",1,"Post","Go",16305,0.453846154
"Los Angeles",2024 Q1,"Legal","A",1,"Post","Stay",45980,0.453846154
"Los Angeles",2024 Q1,"Legal","A",1,"Post","Go",27280,0.453846154
"Los Angeles",2024 Q1,"Finance","A",1,"Post","Go",14959,0.453846154
"Los Angeles",2024 Q1,"Tech","A",1,"Post","Go",30681,0.453846154
"Los Angeles",2024 Q1,"Legal","A",1,"Post","Go",39657,0.453846154
"Los Angeles",2024 Q1,"Legal","A",1,"Post","Go",20575,0.453846154
"Los Angeles",2024 Q1,"Tech","A",1,"Post","Stay",140695,0.453846154
"Los Angeles",2024 Q1,"Tech","A",1,"Post","Go",12000,0.453846154
"Los Angeles",2024 Q1,"Legal","A",1,"Post","Stay",30913,0.453846154
"Los Angeles",2024 Q1,"Finance","A",1,"Post","Go",61983,0.453846154
"Los Angeles",2024 Q2,"Tech","A",1,"Post","Stay",23230,0.47
"Los Angeles",2024 Q2,"Finance","A",1,"Post","Go",11886,0.47
"Los Angeles",2024 Q2,"Legal","A",1,"Post","Go",10637,0.47
"Los Angeles",2024 Q2,"Legal","A",1,"Post","Go",26682,0.47
"Los Angeles",2024 Q2,"Finance","A",1,"Post","Stay",51706,0.47
"Los Angeles",2024 Q2,"Legal","A",1,"Post","Stay",98761,0.47
"Los Angeles",2024 Q2,"Legal","A",1,"Post","Go",49404,0.47
"Los Angeles",2024 Q2,"Finance","A",1,"Post","Go",25069,0.47
"Los Angeles",2024 Q2,"Legal","A",1,"Post","Go",27280,0.47
"Los Angeles",2024 Q2,"Tech","A",1,"Post","Stay",31157,0.47
"Los Angeles",2024 Q2,"Tech","O",1,"Post","Stay",10996,0.47
"Los Angeles",2024 Q2,"Tech","O",1,"Post","Go",10826,0.47
"Los Angeles",2024 Q2,"Tech","A",1,"Post","Stay",14197,0.47
"Los Angeles",2024 Q2,"Tech","A",1,"Post","Go",21450,0.47
"Los Angeles",2024 Q2,"Tech","A",1,"Post","Go",20020,0.47
"Los Angeles",2024 Q2,"Legal","A",1,"Post","Stay",66183,0.47
"Los Angeles",2024 Q2,"Tech","A",1,"Post","Stay",225773,0.47
"Los Angeles",2024 Q2,"Finance","A",1,"Post","Go",11382,0.47
"Los Angeles",2024 Q2,"Legal","A",1,"Post","Go",41129,0.47
"Los Angeles",2024 Q2,"Legal","O",1,"Post","Go",16994,0.47
"Los Angeles",2024 Q2,"Finance","O",1,"Post","Go",33464,0.47
"Los Angeles",2024 Q2,"Legal","A",1,"Post","Stay",14683,0.47
"Los Angeles",2024 Q2,"Legal","A",1,"Post","Stay",76374,0.47
"Los Angeles",2024 Q3,"Legal","A",1,"Post","Go",13454,0.461538462
"Los Angeles",2024 Q3,"Finance","A",1,"Post","Stay",162713,0.461538462
"Los Angeles",2024 Q3,"Legal","A",1,"Post","Stay",57655,0.461538462
"Los Angeles",2024 Q3,"Legal","A",1,"Post","Stay",13646,0.461538462
"Los Angeles",2024 Q3,"Tech","A",1,"Post","Go",24280,0.461538462
"Los Angeles",2024 Q3,"Tech","A",1,"Post","Stay",44649,0.461538462
"Los Angeles",2024 Q3,"Legal","A",1,"Post","Go",39208,0.461538462
"Los Angeles",2024 Q3,"Legal","A",1,"Post","Go",14182,0.461538462
"Los Angeles",2024 Q3,"Finance","A",1,"Post","Stay",26065,0.461538462
"Los Angeles",2024 Q3,"Tech","A",1,"Post","Stay",53414,0.461538462
"Los Angeles",2024 Q3,"Finance","A",1,"Post","Stay",25334,0.461538462
"Los Angeles",2024 Q3,"Tech","A",1,"Post","Go",45936,0.461538462
"Los Angeles",2024 Q3,"Tech","A",1,"Post","Go",11288,0.461538462
"Los Angeles",2024 Q3,"Finance","A",1,"Post","Stay",27136,0.461538462
"Los Angeles",2024 Q3,"Tech","O",1,"Post","Go",25609,0.461538462
"Los Angeles",2024 Q3,"Finance","A",1,"Post","Stay",43164,0.461538462
"Los Angeles",2024 Q3,"Tech","O",1,"Post","Go",27090,0.461538462
"Los Angeles",2024 Q3,"Tech","A",1,"Post","Go",74502,0.461538462
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Stay",29173,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",59534,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Go",34100,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Go",34591,1
"Manhattan",2018 Q1,"Finance","O",1,"Pre","Stay",150000,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Go",15931,1
"Manhattan",2018 Q1,"Legal","A",1,"Pre","Go",15231,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Stay",16910,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Stay",69000,1
"Manhattan",2018 Q1,"Legal","A",1,"Pre","Go",18650,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Stay",56000,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Stay",33696,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Stay",13969,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",63210,1
"Manhattan",2018 Q1,"Finance","O",1,"Pre","Stay",30035,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",140000,1
"Manhattan",2018 Q1,"Legal","A",1,"Pre","Go",41986,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",16563,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Stay",12855,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",25401,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Go",17255,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",28320,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",29771,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",12625,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Stay",287620,1
"Manhattan",2018 Q1,"Legal","A",1,"Pre","Go",51553,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",417158,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Stay",11500,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Go",13075,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Stay",13129,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",14051,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Stay",77378,1
"Manhattan",2018 Q1,"Finance","O",1,"Pre","Stay",11219,1
"Manhattan",2018 Q1,"Legal","A",1,"Pre","Stay",32584,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",17878,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Stay",12444,1
"Manhattan",2018 Q1,"Legal","A",1,"Pre","Stay",70754,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Go",16909,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Go",23000,1
"Manhattan",2018 Q1,"Tech","A",1,"Pre","Stay",45828,1
"Manhattan",2018 Q1,"Legal","A",1,"Pre","Stay",34709,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Go",27000,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",25000,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",25089,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Stay",50000,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",20000,1
"Manhattan",2018 Q1,"Legal","O",1,"Pre","Go",12700,1
"Manhattan",2018 Q1,"Tech","A",1,"Pre","Stay",10994,1
"Manhattan",2018 Q1,"Finance","O",1,"Pre","Go",20987,1
"Manhattan",2018 Q1,"Tech","O",1,"Pre","Go",11625,1
"Manhattan",2018 Q1,"Tech","A",1,"Pre","Go",26664,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",17750,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",38651,1
"Manhattan",2018 Q1,"Finance","A",1,"Pre","Go",144567,1
"Manhattan",2018 Q1,"Tech","A",1,"Pre","Go",11947,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",63228,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",18688,1
"Manhattan",2018 Q2,"Tech","O",1,"Pre","Go",33378,1
"Manhattan",2018 Q2,"Tech","O",1,"Pre","Go",13712,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Go",16000,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",15375,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Go",19689,1
"Manhattan",2018 Q2,"Tech","O",1,"Pre","Stay",23332,1
"Manhattan",2018 Q2,"Finance","O",1,"Pre","Stay",31019,1
"Manhattan",2018 Q2,"Tech","A",1,"Pre","Go",45927,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",12750,1
"Manhattan",2018 Q2,"Legal","O",1,"Pre","Go",36400,1
"Manhattan",2018 Q2,"Tech","A",1,"Pre","Go",17000,1
"Manhattan",2018 Q2,"Tech","O",1,"Pre","Go",23396,1
"Manhattan",2018 Q2,"Tech","A",1,"Pre","Go",131181,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Go",45000,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",12945,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Go",27343,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",75791,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",14268,1
"Manhattan",2018 Q2,"Tech","O",1,"Pre","Stay",60407,1
"Manhattan",2018 Q2,"Tech","O",1,"Pre","Go",12200,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Go",30170,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",179044,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",12919,1
"Manhattan",2018 Q2,"Tech","O",1,"Pre","Go",16183,1
"Manhattan",2018 Q2,"Legal","A",1,"Pre","Go",138000,1
"Manhattan",2018 Q2,"Tech","O",1,"Pre","Stay",18600,1
"Manhattan",2018 Q2,"Finance","O",1,"Pre","Stay",10828,1
"Manhattan",2018 Q2,"Tech","A",1,"Pre","Go",42659,1
"Manhattan",2018 Q2,"Legal","O",1,"Pre","Stay",32790,1
"Manhattan",2018 Q2,"Tech","A",1,"Pre","Stay",10137,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",19516,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",19516,1
"Manhattan",2018 Q2,"Legal","A",1,"Pre","Go",88345,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Stay",10124,1
"Manhattan",2018 Q2,"Tech","O",1,"Pre","Go",21657,1
"Manhattan",2018 Q2,"Tech","A",1,"Pre","Go",20671,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Go",81902,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Go",11500,1
"Manhattan",2018 Q2,"Finance","O",1,"Pre","Go",11985,1
"Manhattan",2018 Q2,"Tech","O",1,"Pre","Stay",20077,1
"Manhattan",2018 Q2,"Finance","A",1,"Pre","Go",44138,1
"Manhattan",2018 Q2,"Legal","A",1,"Pre","Stay",32623,1
"Manhattan",2018 Q2,"Tech","A",1,"Pre","Go",11744,1
